"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.JOL","Procedure.Shuffle.1","Response.RT"
"w738206JEH","rule","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",5,"Recall2",3905
"10158411AW","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",80,"Recall2",4670
"10178510lj","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",14,"Recall2",2780
"w10125208_cfe","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",90,"Recall2",2156
"w10132740_fmm","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",60,"Recall2",1343
"w10137415_tj","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",80,"Recall2",1728
"w10139313_DNM","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",80,"Recall2",3538
"w10143279D.A","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",100,"Recall2",3255
"w10152065_kgp","papers","paper","0.833333333333333",1,2,"JOL","document","Study2","F","Study Phase2",34,"Recall2",3628
"w10152143_ars","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",60,"Recall2",1966
"w10152190_mm","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",90,"Recall2",1580
"w10152527_jmt","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",50,"Recall2",2022
"w10159882_ARS","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",20,"Recall2",3241
"w10160519_vas","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",89,"Recall2",1933
"w10161022_mj","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",99,"Recall2",1417
"w10168271ae","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",100,"Recall2",2182
"w470603_jgn","shred","paper","0.4",0,2,"JOL","document","Study2","F","Study Phase2",100,"Recall2",2761
"w738206JEH","paper","paper","1",1,2,"JOL","document","Study2","F","Study Phase2",94,"Recall2",5752
"10158411AW","","soap","0",0,2,"JOL","drink","Study2","M","Study Phase2",40,"Recall2",3989
"10178510lj","","soap","0",0,2,"JOL","drink","Study2","M","Study Phase2",7,"Recall2",1896
"w10125208_cfe","water","soap","0.2",0,2,"JOL","drink","Study2","M","Study Phase2",90,"Recall2",3412
"w10132740_fmm","water","soap","0.2",0,2,"JOL","drink","Study2","M","Study Phase2",20,"Recall2",5272
"w10137415_tj","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",100,"Recall2",5549
"w10139313_DNM","","soap","0",0,2,"JOL","drink","Study2","M","Study Phase2",30,"Recall2",3050
"w10143279D.A","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",100,"Recall2",4241
"w10152065_kgp","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",13,"Recall2",3469
"w10152143_ars","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",20,"Recall2",4963
"w10152190_mm","","soap","0",0,2,"JOL","drink","Study2","M","Study Phase2",30,"Recall2",1718
"w10152527_jmt","","soap","0",0,2,"JOL","drink","Study2","M","Study Phase2",15,"Recall2",6271
"w10159882_ARS","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",0,"Recall2",5817
"w10160519_vas","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",22,"Recall2",4715
"w10161022_mj","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",99,"Recall2",1575
"w10168271ae","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",50,"Recall2",2620
"w470603_jgn","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",0,"Recall2",1863
"w738206JEH","sip","soap","0.5",0,2,"JOL","drink","Study2","M","Study Phase2",73,"Recall2",3379
"10158411AW","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",70,"Recall2",4010
"10178510lj","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",16,"Recall2",4144
"w10125208_cfe","?","heavy","0",0,2,"JOL","feather","Study2","M","Study Phase2",40,"Recall2",3958
"w10132740_fmm","bird","heavy","0",0,2,"JOL","feather","Study2","M","Study Phase2",40,"Recall2",1705
"w10137415_tj","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",0,"Recall2",2431
"w10139313_DNM","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",60,"Recall2",6131
"w10143279D.A","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",100,"Recall2",5499
"w10152065_kgp","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",99,"Recall2",2916
"w10152143_ars","light","heavy","0.2",0,2,"JOL","feather","Study2","M","Study Phase2",60,"Recall2",2537
"w10152190_mm","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",60,"Recall2",1973
"w10152527_jmt","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",20,"Recall2",2227
"w10159882_ARS","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",85,"Recall2",8934
"w10160519_vas","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",88,"Recall2",3530
"w10161022_mj","hard","heavy","0.4",0,2,"JOL","feather","Study2","M","Study Phase2",99,"Recall2",2655
"w10168271ae","light","heavy","0.2",0,2,"JOL","feather","Study2","M","Study Phase2",80,"Recall2",6015
"w470603_jgn","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",100,"Recall2",2755
"w738206JEH","heavy","heavy","1",1,2,"JOL","feather","Study2","M","Study Phase2",85,"Recall2",4291
"10158411AW","f","fight","0.2",0,2,"JOL","feud","Study2","F","Study Phase2",55,"Recall2",16287
"10178510lj","fight","fight","1",1,2,"JOL","feud","Study2","F","Study Phase2",5,"Recall2",2318
"w10125208_cfe","fight","fight","1",1,2,"JOL","feud","Study2","F","Study Phase2",85,"Recall2",2406
"w10132740_fmm","family","fight","0.333333333333333",0,2,"JOL","feud","Study2","F","Study Phase2",30,"Recall2",1762
"w10137415_tj","fight","fight","1",1,2,"JOL","feud","Study2","F","Study Phase2",80,"Recall2",4130
"w10139313_DNM","family","fight","0.333333333333333",0,2,"JOL","feud","Study2","F","Study Phase2",20,"Recall2",3724
"w10143279D.A","fight ","fight","0.833333333333333",1,2,"JOL","feud","Study2","F","Study Phase2",20,"Recall2",3564
"w10152065_kgp","family","fight","0.333333333333333",0,2,"JOL","feud","Study2","F","Study Phase2",39,"Recall2",2752
"w10152143_ars","fight","fight","1",1,2,"JOL","feud","Study2","F","Study Phase2",60,"Recall2",1885
"w10152190_mm","fight","fight","1",1,2,"JOL","feud","Study2","F","Study Phase2",90,"Recall2",1669
"w10152527_jmt","fight","fight","1",1,2,"JOL","feud","Study2","F","Study Phase2",45,"Recall2",2261
"w10159882_ARS","family","fight","0.333333333333333",0,2,"JOL","feud","Study2","F","Study Phase2",10,"Recall2",4144
"w10160519_vas","fight","fight","1",1,2,"JOL","feud","Study2","F","Study Phase2",66,"Recall2",3503
"w10161022_mj","fight","fight","1",1,2,"JOL","feud","Study2","F","Study Phase2",100,"Recall2",1245
"w10168271ae","fly","fight","0.2",0,2,"JOL","feud","Study2","F","Study Phase2",20,"Recall2",6125
"w470603_jgn","family","fight","0.333333333333333",0,2,"JOL","feud","Study2","F","Study Phase2",100,"Recall2",2457
"w738206JEH","fight","fight","1",1,2,"JOL","feud","Study2","F","Study Phase2",90,"Recall2",3721
"10158411AW","","car","0",0,2,"JOL","happy","Study2","U","Study Phase2",20,"Recall2",2614
"10178510lj","","car","0",0,2,"JOL","happy","Study2","U","Study Phase2",34,"Recall2",4153
"w10125208_cfe","car","car","1",1,2,"JOL","happy","Study2","U","Study Phase2",60,"Recall2",2047
"w10132740_fmm","smile","car","0",0,2,"JOL","happy","Study2","U","Study Phase2",0,"Recall2",2462
"w10137415_tj","","car","0",0,2,"JOL","happy","Study2","U","Study Phase2",50,"Recall2",1941
"w10139313_DNM","smile","car","0",0,2,"JOL","happy","Study2","U","Study Phase2",55,"Recall2",10291
"w10143279D.A","sad","car","0.333333333333333",0,2,"JOL","happy","Study2","U","Study Phase2",0,"Recall2",2707
"w10152065_kgp","day","car","0.333333333333333",0,2,"JOL","happy","Study2","U","Study Phase2",34,"Recall2",4228
"w10152143_ars","joy","car","0",0,2,"JOL","happy","Study2","U","Study Phase2",20,"Recall2",2325
"w10152190_mm","","car","0",0,2,"JOL","happy","Study2","U","Study Phase2",50,"Recall2",5183
"w10152527_jmt","sad","car","0.333333333333333",0,2,"JOL","happy","Study2","U","Study Phase2",45,"Recall2",7992
"w10159882_ARS","car","car","1",1,2,"JOL","happy","Study2","U","Study Phase2",0,"Recall2",3359
"w10160519_vas","car","car","1",1,2,"JOL","happy","Study2","U","Study Phase2",55,"Recall2",1489
"w10161022_mj","sad","car","0.333333333333333",0,2,"JOL","happy","Study2","U","Study Phase2",33,"Recall2",1404
"w10168271ae","days","car","0.25",0,2,"JOL","happy","Study2","U","Study Phase2",30,"Recall2",88972
"w470603_jgn","sad","car","0.333333333333333",0,2,"JOL","happy","Study2","U","Study Phase2",5,"Recall2",2865
"w738206JEH","car","car","1",1,2,"JOL","happy","Study2","U","Study Phase2",45,"Recall2",2170
"10158411AW","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",60,"Recall2",2368
"10178510lj","","cow","0",0,2,"JOL","herd","Study2","F","Study Phase2",23,"Recall2",3125
"w10125208_cfe","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",90,"Recall2",1950
"w10132740_fmm","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",0,"Recall2",2120
"w10137415_tj","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",90,"Recall2",1754
"w10139313_DNM","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",100,"Recall2",1504
"w10143279D.A","cow ","cow","0.75",1,2,"JOL","herd","Study2","F","Study Phase2",0,"Recall2",2401
"w10152065_kgp","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",86,"Recall2",2045
"w10152143_ars","cows","cow","0.75",1,2,"JOL","herd","Study2","F","Study Phase2",60,"Recall2",1862
"w10152190_mm","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",80,"Recall2",1775
"w10152527_jmt","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",45,"Recall2",2182
"w10159882_ARS","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",100,"Recall2",3301
"w10160519_vas","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",65,"Recall2",1548
"w10161022_mj","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",99,"Recall2",1298
"w10168271ae","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",50,"Recall2",1761
"w470603_jgn","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",100,"Recall2",2363
"w738206JEH","cow","cow","1",1,2,"JOL","herd","Study2","F","Study Phase2",80,"Recall2",3049
"10158411AW","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",60,"Recall2",3151
"10178510lj","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",56,"Recall2",3075
"w10125208_cfe","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",90,"Recall2",2734
"w10132740_fmm","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",50,"Recall2",2866
"w10137415_tj","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",100,"Recall2",1732
"w10139313_DNM","bug","sting","0.2",0,2,"JOL","hornet","Study2","F","Study Phase2",100,"Recall2",2970
"w10143279D.A","bee","sting","0",0,2,"JOL","hornet","Study2","F","Study Phase2",100,"Recall2",8151
"w10152065_kgp","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",100,"Recall2",3191
"w10152143_ars","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",80,"Recall2",3144
"w10152190_mm","bug","sting","0.2",0,2,"JOL","hornet","Study2","F","Study Phase2",80,"Recall2",2200
"w10152527_jmt","bug","sting","0.2",0,2,"JOL","hornet","Study2","F","Study Phase2",45,"Recall2",3487
"w10159882_ARS","wasp","sting","0.2",0,2,"JOL","hornet","Study2","F","Study Phase2",100,"Recall2",6427
"w10160519_vas","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",65,"Recall2",1789
"w10161022_mj","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",99,"Recall2",1436
"w10168271ae","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",40,"Recall2",2254
"w470603_jgn","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",100,"Recall2",2891
"w738206JEH","sting","sting","1",1,2,"JOL","hornet","Study2","F","Study Phase2",95,"Recall2",3752
"10158411AW","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",90,"Recall2",4193
"10178510lj","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",3,"Recall2",2272
"w10125208_cfe","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",90,"Recall2",3021
"w10132740_fmm","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",40,"Recall2",3145
"w10137415_tj","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",90,"Recall2",1642
"w10139313_DNM","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",98,"Recall2",2898
"w10143279D.A","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",100,"Recall2",3131
"w10152065_kgp","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",97,"Recall2",3228
"w10152143_ars","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",80,"Recall2",3208
"w10152190_mm","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",80,"Recall2",2137
"w10152527_jmt","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",60,"Recall2",2073
"w10159882_ARS","","smell","0",0,2,"JOL","incense","Study2","F","Study Phase2",20,"Recall2",1369
"w10160519_vas","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",99,"Recall2",1993
"w10161022_mj","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",99,"Recall2",1723
"w10168271ae","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",80,"Recall2",2296
"w470603_jgn","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",100,"Recall2",3563
"w738206JEH","smell","smell","1",1,2,"JOL","incense","Study2","F","Study Phase2",90,"Recall2",2700
"10158411AW","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",75,"Recall2",3956
"10178510lj","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",23,"Recall2",3450
"w10125208_cfe","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",30,"Recall2",2817
"w10132740_fmm","sea","reality","0.285714285714286",0,2,"JOL","island","Study2","M","Study Phase2",40,"Recall2",13240
"w10137415_tj","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",80,"Recall2",2514
"w10139313_DNM","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",10,"Recall2",4938
"w10143279D.A","breeze","reality","0.285714285714286",0,2,"JOL","island","Study2","M","Study Phase2",34,"Recall2",5578
"w10152065_kgp","adventure","reality","0.444444444444444",0,2,"JOL","island","Study2","M","Study Phase2",37,"Recall2",3687
"w10152143_ars","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",40,"Recall2",3662
"w10152190_mm","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",90,"Recall2",2614
"w10152527_jmt","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",20,"Recall2",4654
"w10159882_ARS","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",30,"Recall2",5574
"w10160519_vas","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",65,"Recall2",2413
"w10161022_mj","realtiy","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",15,"Recall2",2772
"w10168271ae","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",30,"Recall2",3856
"w470603_jgn","relax","reality","0.571428571428571",0,2,"JOL","island","Study2","M","Study Phase2",0,"Recall2",4015
"w738206JEH","reality","reality","1",1,2,"JOL","island","Study2","M","Study Phase2",50,"Recall2",3574
"10158411AW","","vase","0",0,2,"JOL","king","Study2","U","Study Phase2",10,"Recall2",9143
"10178510lj","vase","vase","1",1,2,"JOL","king","Study2","U","Study Phase2",7,"Recall2",3707
"w10125208_cfe","crown","vase","0",0,2,"JOL","king","Study2","U","Study Phase2",20,"Recall2",3544
"w10132740_fmm","queen","vase","0.2",0,2,"JOL","king","Study2","U","Study Phase2",0,"Recall2",2329
"w10137415_tj","vase","vase","1",1,2,"JOL","king","Study2","U","Study Phase2",0,"Recall2",1671
"w10139313_DNM","","vase","0",0,2,"JOL","king","Study2","U","Study Phase2",10,"Recall2",3395
"w10143279D.A","queen ","vase","0.166666666666667",0,2,"JOL","king","Study2","U","Study Phase2",8,"Recall2",4306
"w10152065_kgp","vase","vase","1",1,2,"JOL","king","Study2","U","Study Phase2",10,"Recall2",2104
"w10152143_ars","throne","vase","0.166666666666667",0,2,"JOL","king","Study2","U","Study Phase2",10,"Recall2",2398
"w10152190_mm","","vase","0",0,2,"JOL","king","Study2","U","Study Phase2",16,"Recall2",5693
"w10152527_jmt","","vase","0",0,2,"JOL","king","Study2","U","Study Phase2",15,"Recall2",5392
"w10159882_ARS","","vase","0",0,2,"JOL","king","Study2","U","Study Phase2",5,"Recall2",3997
"w10160519_vas","fish","vase","0.25",0,2,"JOL","king","Study2","U","Study Phase2",66,"Recall2",2145
"w10161022_mj","rod","vase","0",0,2,"JOL","king","Study2","U","Study Phase2",45,"Recall2",2373
"w10168271ae","vase","vase","1",1,2,"JOL","king","Study2","U","Study Phase2",30,"Recall2",1947
"w470603_jgn","","vase","0",0,2,"JOL","king","Study2","U","Study Phase2",0,"Recall2",4350
"w738206JEH","ruler","vase","0.2",0,2,"JOL","king","Study2","U","Study Phase2",63,"Recall2",9007
"10158411AW","house","window","0.166666666666667",0,2,"JOL","knob","Study2","M","Study Phase2",20,"Recall2",6979
"10178510lj","handle","window","0.333333333333333",0,2,"JOL","knob","Study2","M","Study Phase2",10,"Recall2",3300
"w10125208_cfe","window","window","1",1,2,"JOL","knob","Study2","M","Study Phase2",80,"Recall2",3783
"w10132740_fmm","door","window","0.333333333333333",0,2,"JOL","knob","Study2","M","Study Phase2",0,"Recall2",6818
"w10137415_tj","window","window","1",1,2,"JOL","knob","Study2","M","Study Phase2",0,"Recall2",1784
"w10139313_DNM","window","window","1",1,2,"JOL","knob","Study2","M","Study Phase2",65,"Recall2",3906
"w10143279D.A","door ","window","0.333333333333333",0,2,"JOL","knob","Study2","M","Study Phase2",36,"Recall2",2770
"w10152065_kgp","door","window","0.333333333333333",0,2,"JOL","knob","Study2","M","Study Phase2",20,"Recall2",2804
"w10152143_ars","door","window","0.333333333333333",0,2,"JOL","knob","Study2","M","Study Phase2",30,"Recall2",1902
"w10152190_mm","window","window","1",1,2,"JOL","knob","Study2","M","Study Phase2",50,"Recall2",5544
"w10152527_jmt","","window","0",0,2,"JOL","knob","Study2","M","Study Phase2",20,"Recall2",4277
"w10159882_ARS","window","window","1",1,2,"JOL","knob","Study2","M","Study Phase2",20,"Recall2",2939
"w10160519_vas","book","window","0.166666666666667",0,2,"JOL","knob","Study2","M","Study Phase2",65,"Recall2",2339
"w10161022_mj","window","window","1",1,2,"JOL","knob","Study2","M","Study Phase2",49,"Recall2",1995
"w10168271ae","?","window","0",0,2,"JOL","knob","Study2","M","Study Phase2",10,"Recall2",1973
"w470603_jgn","window","window","1",1,2,"JOL","knob","Study2","M","Study Phase2",3,"Recall2",1802
"w738206JEH","window","window","1",1,2,"JOL","knob","Study2","M","Study Phase2",60,"Recall2",4020
"10158411AW","nurse","nurse","1",1,2,"JOL","lawyer","Study2","M","Study Phase2",20,"Recall2",3712
"10178510lj","nurse","nurse","1",1,2,"JOL","lawyer","Study2","M","Study Phase2",14,"Recall2",2206
"w10125208_cfe","nurse","nurse","1",1,2,"JOL","lawyer","Study2","M","Study Phase2",60,"Recall2",2665
"w10132740_fmm","nurse","nurse","1",1,2,"JOL","lawyer","Study2","M","Study Phase2",0,"Recall2",2594
